tag_id,measurement_type,date,height,rcd,site_name,structure_no,structure_type,recorder,status,herbivory
754,,,18,4.8,Pack Creek ,36,1,"LB, SK",,
194,,,21,4.42,Pack Creek ,25,1,"SS, LY ",,
186,,,18,3.48,Pack Creek ,25,1,"SS, LY ",,
183,,,19.5,4.48,Pack Creek ,24,1,"SS, LY",,
829,,,20.5,3.83,Pack Creek ,24,1,"SS, LY",,
182,,,15.5,3.98,Pack Creek ,28,1,"SS, LY",,
188,,,24.5,4.58,Pack Creek ,28,1,"SS, LY",,
121,,,26,4.04,Pack Creek,17,1,"LB, SK",,
142,,,25.5,4.5,Pack Creek,17,1,"LB, SK",,
147,,,23,3.66,Pack Creek,17,1,"LB, SK",,
119,,,29,4.06,Pack Creek,17,1,"LB, SK",,
120,,,19,3.85,Pack Creek,17,1,"LB, SK",,
632,,,18,4.75,Pack Creek ,41,1,"SS, SK",,
622,,,21.5,3.5,Pack Creek ,41,1,"SS, SK",,
649,,,17.5,3.32,Pack Creek ,41,1,"SS, SK",,
645,,,20,3.8,Pack Creek ,41,1,"SS, SK",,
641,,,27,3.87,Pack Creek ,41,1,"SS, SK",,
115,,,18,3.25,Pack Creek ,16,3,"LB, SS",,
114,,,25,3.61,Pack Creek,16,3,"LB, SS",,
122,,,18,2.67,Pack Creek ,16,3,"LB, SS",,
118,,,19,2.94,Pack Creek ,16,3,"LB, SS",,
68,,,19.5,4.54,Pack Creek ,8,3,"LB, LY",,
45,,,21.5,3.14,Pack Creek ,8,3,"LB, LY",,
63,,,14,3.63,Pack Creek ,8,3,"LB, LY",,
60,,,18.5,3.23,Pack Creek ,8,3,"LB, LY",,
292,,,22.5,2.61,Pack Creek ,17,3,"SK, LY",,
223,,,28.5,3.81,Pack Creek ,17,3,"SK, LY",,
214,,,18.5,3.2,Pack Creek ,17,3,"SK, LY",,
107,,,19.5,3.18,Pack Creek ,17,3,"SK, LY",,
14,,,32,4.78,Pack Creek ,4,3,KY,,
13,,,25,4.4,Pack Creek ,4,3,KY,,
89,,,20,4.57,Pack Creek ,4,3,KY,,
15,,,20.5,3.71,Pack Creek ,4,3,KY,,
5,,,17,4.24,Pack Creek ,2,3,KY,,
7,,,28,4.62,Pack Creek ,2,3,KY,,
6,,,20.5,5.64,Pack Creek ,2,3,KY,,
8,,,31.5,4.26,Pack Creek ,2,3,KY,,
804,,,22.5,2.35,Pack Creek ,22,3,"LB, SS, SK",,
193,,,15,3.17,Pack Creek ,22,3,"LB, SS, SK",,
167,,,25,2.86,Pack Creek ,22,3,"LB, SS, SK",,
153,,,17.5,4.27,Pack Creek ,22,3,"LB, SS, SK",,
156,,,15.5,3.87,Pack Creek ,22,3,"LB, SK ",,
165,,,28,4.74,Pack Creek ,22,3,"LB, SK ",,
174,,,16.5,3.31,Pack Creek ,22,3,"LB, SK ",,
164,,,17.5,4.12,Pack Creek ,22,3,"LB, SK ",,
159,,,25,5.14,Pack Creek ,23,3,"LB, SK ",,
724,,,18.5,3.13,Pack Creek ,23,3,"LB, SK ",,
725,,,16.5,3.91,Pack Creek ,23,3,"LB, SK ",,
718,,,18.5,3.36,Pack Creek ,23,3,"LB, SK ",,
761,,,22,3.78,Pack Creek ,28,3,LY,,
741,,,20.5,4.15,Pack Creek ,28,3,LY,,
757,,,30,3.93,Pack Creek ,28,3,LY,,
744,,,19,3.78,Pack Creek ,28,3,LY,,
168,,,16,4.25,Pack Creek ,20,3,"LB, SS",,
801,,,18.5,2.51,Pack Creek ,20,3,"LB, SS",,
172,,,16.5,3.88,Pack Creek ,20,3,"LB, SS",,
826,,,14.5,2.59,Pack Creek ,20,3,"LB, SS",,
170,,,16.5,1.86,Pack Creek,21,3,"LB, SS",,
295,,,18,2.01,Pack Creek,21,3,"LB, SS",,
192,,,17.5,1.58,Pack Creek,21,3,"LB, SS",,
162,,,17.5,2.11,Pack Creek,21,3,"LB, SS",,
733,,,180,2.8,Pack Creek,26,3,LY,,
732,,,24,3.83,Pack Creek,26,3,LY,,
743,,,22,3.8,Pack Creek,26,3,LY,,
752,,,16.5,3.75,Pack Creek,26,3,LY,,
756,,,20,2.56,Pack Creek,25,3,LY,,
758,,,15,3.44,Pack Creek,25,3,LY,,
734,,,21.5,2.91,Pack Creek,25,3,LY,,
745,,,16,3.08,Pack Creek,25,3,LY,,
755,,,27.5,2.96,Pack Creek ,24,3,LY,,
759,,,20,3.32,Pack Creek ,24,3,LY,,
738,,,16.5,3.35,Pack Creek ,24,3,LY,,
750,,,13,4.05,Pack Creek ,24,3,LY,,
767,,,15,3.88,Pack Creek,29,3,LY,,
626,,,17.5,3.81,Pack Creek,29,3,LY,,
698,,,22.5,3.45,Pack Creek,29,3,LY,,
774,,,18,3.69,Pack Creek,29,3,LY,,
773,,,19,3.34,Pack Creek ,30,3,LY,,
625,,,16,4.17,Pack Creek ,30,3,LY,,
776,,,13,3.04,Pack Creek ,30,3,LY,,
800,,,20,4.82,Pack Creek ,30,3,LY,,
793,,,24,4.22,Pack Creek,31,3,LY,,
797,,,29.5,4.34,Pack Creek,31,3,LY,,
782,,,20.5,3.42,Pack Creek,31,3,LY,,
763,,,26,3.15,Pack Creek,31,3,LY,,
762,,,23.5,4.22,Pack Creek,34,3,LY,,
795,,,26,3.72,Pack Creek,34,3,LY,,
770,,,24,4.35,Pack Creek,34,3,LY,,
768,,,21.5,3.5,Pack Creek,34,3,LY,,
659,,,30,4.68,Pack Creek ,37,3,"SS, SK",,
628,,,21.5,3.16,Pack Creek ,37,3,"SS, SK",,
630,,,22,3.43,Pack Creek ,37,3,"SS, SK",,
671,,,27.5,4.93,Pack Creek ,37,3,"SS, SK",,
644,,,24.5,3.87,Pack Creek ,36,3,SK ,,
647,,,22.5,4.83,Pack Creek ,36,3,SK ,,
683,,,23,4.18,Pack Creek ,36,3,SK ,,
678,,,23,3.46,Pack Creek ,36,3,SK ,,
669,,,24.5,4.13,Pack Creek ,32,3,"SK, SS",,
699,,,16,2.74,Pack Creek ,32,3,"SK, SS",,
700,,,22.5,3.91,Pack Creek ,32,3,"SK, SS",,
668,,,21,3.71,Pack Creek ,32,3,"SK, SS",,
670,,,18,3.86,Pack Creek,35,3,"SK, SS",,
684,,,19.5,4.51,Pack Creek,35,3,"SK, SS",,
693,,,24.5,3,Pack Creek,35,3,"SK, SS",,
680,,,27.5,4,Pack Creek,35,3,"SK, SS",,
656,,,24.5,4.45,Pack Creek ,33,3,"SK, SS",,
689,,,18,3.95,Pack Creek ,33,3,"SK, SS",,
640,,,22,3.41,Pack Creek ,33,3,"SK, SS",,
691,,,27,4.03,Pack Creek ,33,3,"SK, SS",,
783,,,18,3.43,Pack Creek ,27,3,"LB, LY",,
791,,,16,3.56,Pack Creek ,27,3,"LB, LY",,
771,,,22.5,3.56,Pack Creek ,27,3,"LB, LY",,
781,,,20.5,4.05,Pack Creek ,27,3,"LB, LY",,
17,,,26.5,4.82,Pack Creek,5,3,KY,,
100,,,22.5,3.12,Pack Creek,5,3,KY,,
87,,,20.5,3,Pack Creek,5,3,KY,,
31,,,20,4.02,Pack Creek,5,3,KY,,
29,,,18.5,3.59,Pack Creek,5,3,KY,,
58,,,30,4.51,Pack Creek,5,3,KY,,
93,,,23.5,4.08,Pack Creek,5,3,KY,,
70,,,23,4.54,Pack Creek,5,3,KY,,
242,,,20,3.03,Pack Creek ,,3,"SS, LY",,
290,,,22.5,2.73,Pack Creek ,,3,"SS, LY",,
249,,,19,3.35,Pack Creek ,,3,"SS, LY",,
204,,,24,3.66,Pack Creek ,,3,"SS, LY",,
266,,,19,3.09,Pack Creek ,,3,"SS, LY",,
238,,,20,3.01,Pack Creek ,,3,"SS, LY",,
227,,,26,2.71,Pack Creek ,,3,"SS, LY",,
239,,,22,2.76,Pack Creek ,,3,"SS, LY",,
69,,,20,4.34,Pack Creek ,7,3,"LB, LY",,
73,,,21.5,3.68,Pack Creek ,7,3,"LB, LY",,
42,,,13.5,3.89,Pack Creek ,7,3,"LB, LY",,
61,,,17.5,3.19,Pack Creek ,7,3,"LB, LY",,
51,,,13,2.91,Pack Creek ,7,3,"LB, LY",,
92,,,17,3.62,Pack Creek ,7,3,"LB, LY",,
47,,,26,3.92,Pack Creek ,7,3,"LB, LY",,
62,,,16.5,2.75,Pack Creek ,7,3,"LB, LY",,
819,,,15.5,2.92,Pack Creek ,19,3,"LB, SK ",,
824,,,21,4.95,Pack Creek ,19,3,"LB, SK ",,
811,,,15.5,4.57,Pack Creek ,19,3,"LB, SK ",,
0,,,30,5.29,Pack Creek ,1,3,SK,,
1,,,21.5,3.17,Pack Creek ,1,3,SK,,
2,,,20.5,2.79,Pack Creek ,1,3,SK,,
3,,,24.5,4.09,Pack Creek ,1,3,SK,,
4,,,21.5,4.28,Pack Creek ,1,3,SK,,
209,,,16,3.71,Pack Creek,9,3,"LB, LY",,
217,,,26,3.55,Pack Creek,9,3,"LB, LY",,
9,,,18,3.22,Pack Creek,3,3,KY,,
10,,,16.5,3.57,Pack Creek,3,3,KY,,
11,,,23.5,3.04,Pack Creek,3,3,KY,,
12,,,13,3.19,Pack Creek,3,3,KY,,
16,,,16,4.71,Pack Creek,3,3,KY,,
66,,,26.5,4.19,Pack Creek,3,3,KY,,
237,,,23,2.86,Pack Creek ,13,3,"LB, LY",,
220,,,18,2.58,Pack Creek ,13,3,"LB, LY",,
235,,,23,3.06,Pack Creek ,13,3,"LB, LY",,
228,,,18.5,3.13,Pack Creek ,13,3,"LB, LY",,
234,,,19.5,2.72,Pack Creek ,13,3,"LB, LY",,
250,,,29,3.14,Pack Creek,14,3,"SK, LY",,
251,,,30,2.94,Pack Creek,14,3,"SK, LY",,
244,,,29,3.65,Pack Creek,14,3,"SK, LY",,
236,,,18,3.54,Pack Creek,12,3,"LB, LY",,
229,,,15.5,3.06,Pack Creek,12,3,"LB, LY",,
230,,,18,3.38,Pack Creek,12,3,"LB, LY",,
267,,,33,3.76,Pack Creek ,15,3,"SK, LY",,
264,,,26,3.35,Pack Creek ,15,3,"SK, LY",,
283,,,20,2.72,Pack Creek ,15,3,"SK, LY",,
256,,,28,4.06,Pack Creek ,15,3,"SK, LY",,
274,,,20,3.07,Pack Creek ,15,3,"SK, LY",,
252,,,29,3.59,Pack Creek ,15,3,"SK, LY",,
76,,,28,4.65,Pack Creek,6,3,KY,,
38,,,25,4.09,Pack Creek,6,3,KY,,
50,,,24,3.85,Pack Creek,6,3,KY,,
48,,,28,4.79,Pack Creek,6,3,KY,,
78,,,21.5,3.73,Pack Creek,6,3,KY,,
30,,,25.5,4.79,Pack Creek,6,3,KY,,
132,,,17,3.45,Pack Creek,15,2,"LB, SK ",,
138,,,15,4.5,Pack Creek,15,2,"LB, SK ",,
135,,,19.5,3.68,Pack Creek,15,2,"LB, SK ",,
136,,,17,4,Pack Creek,15,2,"LB, SK ",,
134,,,13,3.07,Pack Creek,15,2,"LB, SK ",,
139,,,13.5,3.12,Pack Creek,15,2,"LB, SK ",,
141,,,19,3.21,Pack Creek,15,2,"LB, SK ",,
130,,,30.5,3.59,Pack Creek,15,2,"LB, SK ",,
117,,,23,3.41,Pack Creek,14,2,"LB, SS",,
146,,,19.5,2.83,Pack Creek,14,2,"LB, SS",,
150,,,19,3.41,Pack Creek,14,2,"LB, SS",,
116,,,19.5,2.91,Pack Creek,14,2,"LB, SS",,
137,,,25,3.15,Pack Creek,14,2,"LB, SS",,
125,,,21,3.17,Pack Creek,14,2,"LB, SS",,
133,,,17,3.16,Pack Creek,14,2,"LB, SS",,
127,,,22.5,2.74,Pack Creek,14,2,"LB, SS",,
213,,,19.5,2.54,Pack Creek,9,2,"LB, LY",,
207,,,23.5,3.27,Pack Creek,9,2,"LB, LY",,
226,,,17,2.86,Pack Creek,9,2,"LB, LY",,
222,,,18.5,2.65,Pack Creek,9,2,"LB, LY",,
112,,,18,3.62,Pack Creek,9,2,"LB, LY",,
224,,,19.5,2.97,Pack Creek,9,2,"LB, LY",,
231,,,20,3.69,Pack Creek,9,2,"LB, LY",,
216,,,28,4.22,Pack Creek,9,2,"LB, LY",,
52,,,25.5,3.58,Pack Creek,5,2,"LB, LY",,
96,,,16,3.4,Pack Creek,5,2,"LB, LY",,
49,,,20,3.77,Pack Creek,5,2,"LB, LY",,
57,,,24,3.53,Pack Creek,5,2,"LB, LY",,
254,,,20.5,2.85,Pack Creek ,,2,"SS, LY",,
297,,,26.5,2.77,Pack Creek ,,2,"SS, LY",,
257,,,31,3.04,Pack Creek ,,2,"SS, LY",,
271,,,24.5,2.98,Pack Creek ,,2,"SS, LY",,
299,,,18,2.99,Pack Creek ,,2,"SS, LY",,
272,,,18,2.58,Pack Creek ,,2,"SS, LY",,
291,,,18.5,3.73,Pack Creek ,,2,"SS, LY",,
277,,,23,3.34,Pack Creek ,,2,"SS, LY",,
181,,,18,3.14,Pack Creek,18,2,"SS, LY",,
248,,,14,2.65,Pack Creek,18,2,"SS, LY",,
176,,,18,2.57,Pack Creek,18,2,"SS, LY",,
166,,,24.5,3.14,Pack Creek,18,2,"SS, LY",,
161,,,26.5,4.13,Pack Creek,20,2,"LB, SK ",,
158,,,22,4.19,Pack Creek,20,2,"LB, SK ",,
293,,,12,3.75,Pack Creek,20,2,"LB, SK ",,
160,,,21,3.37,Pack Creek,20,2,"LB, SK ",,
711,,,29,4.89,Pack Creek,21,2,"LB, SK ",,
714,,,20,3.93,Pack Creek,21,2,"LB, SK ",,
713,,,18,4.17,Pack Creek,21,2,"LB, SK ",,
715,,,17,4.53,Pack Creek,21,2,"LB, SK ",,
703,,,17.5,3.89,Pack Creek,22,2,"LB, SK ",,
707,,,22,3.63,Pack Creek,22,2,"LB, SK ",,
705,,,21.5,3.44,Pack Creek,22,2,"LB, SK ",,
706,,,25,4.17,Pack Creek,22,2,"LB, SK ",,
719,,,15,3.03,Pack Creek,23,2,"LB, SK ",,
729,,,18.5,3.67,Pack Creek,23,2,"LB, SK ",,
728,,,22,3.59,Pack Creek,23,2,"LB, SK ",,
717,,,18,3.6,Pack Creek,23,2,"LB, SK ",,
721,,,19,3.4,Pack Creek,24,2,"LB, SK ",,
722,,,17,3.33,Pack Creek,24,2,"LB, SK ",,
725,,,13,3.16,Pack Creek,24,2,"LB, SK ",,
727,,,16,3.33,Pack Creek,24,2,"LB, SK ",,
189,,,21.5,3.96,Pack Creek,25,2,"LB, SK ",,
702,,,15.5,4.42,Pack Creek,25,2,"LB, SK ",,
701,,,17,3.82,Pack Creek,25,2,"LB, SK ",,
723,,,25,2.96,Pack Creek,25,2,"LB, SK ",,
742,,,19,3.87,Pack Creek,26,2,,,
716,,,18,3.35,Pack Creek,26,2,,,
802,,,14,3.97,Pack Creek,26,2,,,
748,,,24.5,4.26,Pack Creek,26,2,,,
737,,,18.5,4.96,Pack Creek,27,2,"LB, SK ",,
735,,,22.5,3.62,Pack Creek,27,2,"LB, SK ",,
753,,,24.5,3.4,Pack Creek,27,2,"LB, SK ",,
739,,,24.5,4.05,Pack Creek,27,2,"LB, SK ",,
751,,,19.5,2.88,Pack Creek,28,2,"LB, SK ",,
746,,,25,3.38,Pack Creek,28,2,"LB, SK ",,
749,,,20,3.91,Pack Creek,28,2,"LB, SK ",,
731,,,26,2.96,Pack Creek,28,2,"LB, SK ",,
822,,,17.5,3.33,Pack Creek ,19,2,,,
814,,,20,2.73,Pack Creek ,19,2,,,
816,,,31.5,2.88,Pack Creek ,19,2,,,
157,,,25.5,4.08,Pack Creek ,19,2,,,
687,,,34,3.87,Pack Creek,37,2,"SK, SS",,
634,,,21,4.52,Pack Creek,37,2,"SK, SS",,
688,,,22,2.79,Pack Creek,37,2,"SK, SS",,
677,,,22,4.82,Pack Creek,37,2,"SK, SS",,
764,,,23.5,3,Pack Creek,36,2,"SK, SS",,
662,,,23.5,3.28,Pack Creek,36,2,"SK, SS",,
661,,,23.5,3.64,Pack Creek,36,2,"SK, SS",,
674,,,27,3.26,Pack Creek,36,2,"SK, SS",,
638,,,22.5,3.75,Pack Creek,35,2,"SK, SS",,
663,,,21,4.15,Pack Creek,35,2,"SK, SS",,
692,,,20,4,Pack Creek,35,2,"SK, SS",,
657,,,20.5,4.03,Pack Creek,35,2,"SK, SS",,
629,,,20,3.04,Pack Creek,34,2,"SK, SS",,
639,,,21,2.86,Pack Creek,34,2,"SK, SS",,
623,,,18.5,3.88,Pack Creek,34,2,"SK, SS",,
792,,,21.5,4.51,Pack Creek,34,2,"SK, SS",,
789,,,24,3.78,Pack Creek,33,2,"SS, SK",,
621,,,21,3.25,Pack Creek,33,2,"SS, SK",,
631,,,21.5,4.06,Pack Creek,33,2,"SS, SK",,
635,,,22.5,4.13,Pack Creek,33,2,"SS, SK",,
796,,,18,3.85,Pack Creek,32,2,"SS, SK",,
665,,,18.5,4.19,Pack Creek,32,2,"SS, SK",,
686,,,19,3.32,Pack Creek,32,2,"SS, SK",,
765,,,27,4.59,Pack Creek,32,2,"SS, SK",,
637,,,18,3.53,Pack Creek ,31,2,"SS, SK",,
766,,,27.5,3.48,Pack Creek ,31,2,"SS, SK",,
642,,,23,3.04,Pack Creek ,31,2,"SS, SK",,
785,,,22,3.69,Pack Creek ,31,2,"SS, SK",,
633,,,27.5,4.28,Pack Creek,30,2,"SS, SK",,
778,,,25.5,3.21,Pack Creek,30,2,"SS, SK",,
694,,,22,3.23,Pack Creek,30,2,"SS, SK",,
799,,,19.5,3.19,Pack Creek,30,2,"SS, SK",,
780,,,27,3.13,Pack Creek,29,2,"LB, LY",,
777,,,18,3.33,Pack Creek,29,2,"LB, LY",,
779,,,24,3.44,Pack Creek,29,2,"LB, LY",,
788,,,27,4.01,Pack Creek,29,2,"LB, LY",,
270,,,16.5,3.18,Pack Creek ,12,2,"SK, LY",,
275,,,13.5,4.21,Pack Creek ,12,2,"SK, LY",,
803,,,21,5.09,Pack Creek,17,2,"LB, SK ",,
177,,,20,3.54,Pack Creek,17,2,"LB, SK ",,
812,,,19.5,4.76,Pack Creek,17,2,"LB, SK ",,
821,,,21.5,3.71,Pack Creek,17,2,"LB, SK ",,
805,,,19,3.64,Pack Creek,17,2,"LB, SK ",,
219,,,14,3.15,Pack Creek,17,2,"LB, SK ",,
221,,,18,3.91,Pack Creek,7,2,"LB, LY",,
225,,,22,4.2,Pack Creek,7,2,"LB, LY",,
258,,,13.5,2.69,Pack Creek,10,2,"SK, LY",,
259,,,18,2.92,Pack Creek,10,2,"SK, LY",,
262,,,15,3.93,Pack Creek,10,2,"SK, LY",,
288,,,22,2.4,Pack Creek,10,2,"SK, LY",,
263,,,16.5,3.21,Pack Creek,10,2,"SK, LY",,
268,,,20.5,3.04,Pack Creek,10,2,"SK, LY",,
287,,,21,4.22,Pack Creek,11,2,"SK, LY",,
255,,,16.5,3.69,Pack Creek,11,2,"SK, LY",,
286,,,16,4.37,Pack Creek,11,2,"SK, LY",,
276,,,20.5,4.57,Pack Creek,11,2,"SK, LY",,
278,,,12.5,2.82,Pack Creek,11,2,"SK, LY",,
273,,,21,2.27,Pack Creek,11,2,"SK, LY",,
280,,,22,4.4,Pack Creek,13,2,"SK, LY",,
285,,,23,2.64,Pack Creek,13,2,"SK, LY",,
298,,,18,2.67,Pack Creek,13,2,"SK, LY",,
296,,,19,2.87,Pack Creek,13,2,"SK, LY",,
279,,,20.5,2.99,Pack Creek,13,2,"SK, LY",,
282,,,22.5,2.53,Pack Creek,13,2,"SK, LY",,
39,,,14.5,3.45,Pack Creek,4,2,"LB, SK ",,
56,,,26,3.01,Pack Creek,4,2,"LB, SK ",,
35,,,30.5,4.79,Pack Creek,4,2,"LB, SK ",,
72,,,22,3.96,Pack Creek,4,2,"LB, SK ",,
74,,,18,4.18,Pack Creek,4,2,"LB, SK ",,
91,,,23.5,3.9,Pack Creek,4,2,"LB, SK ",,
27,,,25,3.97,Pack Creek,6,2,"LB, LY",,
33,,,20.5,3.69,Pack Creek,6,2,"LB, LY",,
22,,,15.5,3.92,Pack Creek,6,2,"LB, LY",,
37,,,16.5,4.6,Pack Creek,6,2,"LB, LY",,
71,,,27,3.11,Pack Creek,6,2,"LB, LY",,
55,,,15,3.85,Pack Creek,6,2,"LB, LY",,
41,,,24,3.26,Pack Creek,3,2,"LB, SS",,
97,,,29,3.61,Pack Creek,3,2,"LB, SS",,
54,,,24,3.32,Pack Creek,4,1,"SS, LB",,
20,,,21,3.69,Pack Creek,4,1,"SS, LB",,
64,,,12,3.86,Pack Creek,3,2,"LB, SS",,
46,,,17,4.07,Pack Creek,3,2,"LB, SS",,
25,,,15,4.45,Pack Creek,3,2,"LB, SS",,
23,,,22,3.39,Pack Creek,3,2,"LB, SS",,
65,,,15,3.6,Pack Creek,3,1,"LB, SS",,
75,,,21,2.22,Pack Creek,3,1,"LB, SS",,
19,,,26,3.94,Pack Creek,3,1,"LB, SS",,
67,,,22,4.02,Pack Creek,3,1,"LB, SS",,
18,,,25,3.44,Pack Creek,2,1,"SS, LB",,
79,,,24,3.87,Pack Creek,2,1,"SS, LB",,
90,,,16,3.07,Pack Creek,2,1,"SS, LB",,
28,,,31.5,4.27,Pack Creek,1,1,SS,,
26,,,18,3.82,Pack Creek,1,1,SS,,
24,,,21,4.22,Pack Creek,1,1,SS,,
86,,,23,3.18,Pack Creek,9,1,"SS, SK",,
109,,,19.5,3.63,Pack Creek,9,1,"SS, SK",,
106,,,20.5,2.67,Pack Creek,9,1,"SS, SK",,
81,,,19,3.16,Pack Creek,11,3,"SK, SS",,
201,,,21.5,3.06,Pack Creek,11,3,"SK, SS",,
206,,,20.5,2.78,Pack Creek,11,3,"SK, SS",,
85,,,18,3.89,Pack Creek,11,3,"SK, SS",,
80,,,20,3.39,Pack Creek,11,3,"SK, SS",,
211,,,18.5,3.21,Pack Creek,11,3,"SK, SS",,
202,,,23,3.52,Pack Creek,11,3,"SK, SS",,
212,,,22,3.72,Pack Creek,11,3,"SK, SS",,
108,,,23,3.29,Pack Creek ,10,3,"SK, SS",,
205,,,21,2.79,Pack Creek ,10,3,"SK, SS",,
215,,,18,3.84,Pack Creek ,10,3,"SK, SS",,
208,,,17,2.02,Pack Creek ,10,3,"SK, SS",,
84,,,20,3.5,Pack Creek ,10,3,"SK, SS",,
203,,,21.5,2.54,Pack Creek ,10,3,"SK, SS",,
82,,,18,2.06,Pack Creek ,10,3,"SK, SS",,
111,,,31,3.45,Pack Creek ,10,3,"SK, SS",,
102,,,19,3.7,Pack Creek,8,1,"SK, SS",,
103,,,16,2.4,Pack Creek,8,1,"SK, SS",,
101,,,22,3.36,Pack Creek ,8,2,"SK, SS",,
104,,,18,2.77,Pack Creek ,8,2,"SK, SS",,
113,,,18,3.22,Pack Creek ,8,2,"SK, SS",,
218,,,20,4.25,Pack Creek ,8,2,"SK, SS",,
